f_acidente;d_tipoacidente
275067;Colisão lateral
275068;Queda de ocupante de veículo
275069;Colisão traseira
275071;Colisão transversal
275072;Colisão transversal
275073;Colisão traseira
275074;Colisão com objeto estático
275075;Tombamento
275076;Saída de leito carroçável
275078;Colisão transversal
275079;Colisão lateral
275080;Colisão transversal
275081;Colisão traseira
275082;Colisão frontal
275083;Saída de leito carroçável
275084;Colisão lateral
275085;Queda de ocupante de veículo
275086;Colisão traseira
275087;Colisão traseira
275088;Colisão traseira
275089;Colisão transversal
275090;Colisão frontal
275091;Saída de leito carroçável
275092;Atropelamento de Pedestre
275093;Colisão transversal
275094;Saída de leito carroçável
275096;Saída de leito carroçável
275097;Colisão frontal
275098;Colisão traseira
275099;Tombamento
275100;Colisão lateral
275101;Saída de leito carroçável
275102;Colisão traseira
275103;Colisão frontal
275104;Queda de ocupante de veículo
275106;Colisão traseira
275107;Saída de leito carroçável
275110;Colisão traseira
275111;Capotamento
275112;Colisão com objeto em movimento
275113;Saída de leito carroçável
275114;Saída de leito carroçável
275115;Incêndio
275116;Colisão transversal
275118;Colisão frontal
275119;Colisão com objeto estático
275120;Colisão lateral
275121;Colisão traseira
275122;Queda de ocupante de veículo
275123;Colisão transversal
275124;Colisão com objeto estático
275125;Queda de ocupante de veículo
275126;Saída de leito carroçável
275127;Colisão traseira
275128;Colisão traseira
275129;Colisão traseira
275130;Colisão lateral
275131;Colisão lateral
275132;Colisão lateral
275133;Colisão lateral
275134;Saída de leito carroçável
275135;Colisão traseira
275136;Atropelamento de Animal
275138;Atropelamento de Pedestre
275139;Saída de leito carroçável
275140;Colisão transversal
275145;Colisão transversal
275147;Tombamento
275148;Colisão lateral
275149;Colisão transversal
275152;Tombamento
275153;Colisão traseira
275154;Queda de ocupante de veículo
275156;Saída de leito carroçável
275157;Atropelamento de Animal
275158;Atropelamento de Animal
275159;Colisão lateral
275160;Colisão transversal
275161;Engavetamento
275162;Colisão transversal
275163;Colisão traseira
275164;Colisão traseira
275165;Colisão traseira
275166;Colisão traseira
275167;Colisão transversal
275168;Incêndio
275169;Saída de leito carroçável
275171;Colisão traseira
275172;Colisão transversal
275173;Colisão com objeto estático
275175;Tombamento
275176;Colisão transversal
275178;Colisão transversal
275179;Colisão transversal
275180;Queda de ocupante de veículo
275181;Colisão lateral
275182;Atropelamento de Pedestre
275183;Colisão transversal
275184;Colisão lateral
275185;Colisão lateral
275186;Colisão traseira
275187;Atropelamento de Pedestre
275188;Colisão traseira
275189;Colisão lateral
275190;Colisão transversal
275191;Saída de leito carroçável
275192;Atropelamento de Pedestre
275193;Atropelamento de Pedestre
275195;Atropelamento de Pedestre
275196;Saída de leito carroçável
275198;Atropelamento de Pedestre
275199;Colisão com objeto estático
275201;Tombamento
275202;Saída de leito carroçável
275203;Colisão frontal
275204;Queda de ocupante de veículo
275205;Colisão transversal
275206;Colisão lateral
275207;Colisão traseira
275208;Colisão transversal
275209;Capotamento
275210;Colisão traseira
275211;Colisão traseira
275212;Saída de leito carroçável
275213;Atropelamento de Pedestre
275214;Colisão transversal
275215;Atropelamento de Pedestre
275216;Atropelamento de Animal
275217;Colisão lateral
275218;Colisão traseira
275219;Colisão traseira
275220;Colisão traseira
275221;Saída de leito carroçável
275222;Colisão com objeto estático
275224;Colisão traseira
275226;Colisão lateral
275227;Colisão traseira
275229;Colisão lateral
275230;Colisão traseira
275231;Saída de leito carroçável
275232;Colisão traseira
275233;Saída de leito carroçável
275234;Colisão com objeto estático
275235;Saída de leito carroçável
275236;Colisão lateral
275237;Saída de leito carroçável
275239;Colisão traseira
275240;Colisão com objeto em movimento
275241;Colisão transversal
275242;Saída de leito carroçável
275243;Tombamento
275244;Saída de leito carroçável
275245;Colisão frontal
275246;Saída de leito carroçável
275247;Queda de ocupante de veículo
275248;Colisão com objeto estático
275249;Incêndio
275250;Tombamento
275251;Colisão com objeto estático
275252;Saída de leito carroçável
275253;Colisão com objeto estático
275254;Queda de ocupante de veículo
275255;Colisão com objeto estático
275257;Saída de leito carroçável
275258;Colisão com objeto estático
275259;Capotamento
275261;Saída de leito carroçável
275262;Colisão transversal
275264;Saída de leito carroçável
275265;Colisão frontal
275266;Queda de ocupante de veículo
275267;Colisão traseira
275268;Colisão transversal
275269;Tombamento
275270;Saída de leito carroçável
275271;Incêndio
275272;Queda de ocupante de veículo
275273;Colisão frontal
275274;Colisão traseira
275275;Colisão lateral
275276;Colisão com objeto estático
275277;Colisão com objeto estático
275278;Colisão lateral
275279;Capotamento
275280;Queda de ocupante de veículo
275281;Colisão com objeto estático
275282;Tombamento
275283;Tombamento
275285;Colisão traseira
275286;Saída de leito carroçável
275287;Colisão lateral
275288;Colisão traseira
275289;Colisão traseira
275290;Colisão traseira
275291;Tombamento
275292;Colisão com objeto estático
275293;Colisão frontal
275295;Colisão traseira
275296;Derramamento de carga
275297;Colisão com objeto estático
275298;Colisão com objeto estático
275299;Colisão lateral
275300;Colisão traseira
275302;Queda de ocupante de veículo
275303;Saída de leito carroçável
275304;Colisão transversal
275305;Danos eventuais
275307;Saída de leito carroçável
275308;Colisão lateral
275309;Tombamento
275310;Colisão traseira
275311;Saída de leito carroçável
275312;Capotamento
275315;Tombamento
275316;Colisão traseira
275317;Colisão transversal
275319;Tombamento
275320;Queda de ocupante de veículo
275321;Colisão frontal
275322;Queda de ocupante de veículo
275323;Colisão transversal
275324;Colisão com objeto estático
275325;Colisão transversal
275326;Atropelamento de Pedestre
275327;Saída de leito carroçável
275328;Colisão transversal
275329;Saída de leito carroçável
275330;Colisão traseira
275331;Queda de ocupante de veículo
275333;Colisão lateral
275334;Tombamento
275335;Colisão transversal
275336;Colisão traseira
275337;Colisão transversal
275338;Saída de leito carroçável
275339;Tombamento
275340;Colisão transversal
275341;Colisão transversal
275342;Colisão com objeto estático
275344;Saída de leito carroçável
275345;Colisão com objeto estático
275346;Saída de leito carroçável
275347;Saída de leito carroçável
275348;Tombamento
275349;Colisão lateral
275350;Colisão traseira
275351;Colisão com objeto estático
275352;Colisão frontal
275353;Colisão traseira
275355;Colisão transversal
275356;Colisão traseira
275358;Colisão traseira
275359;Saída de leito carroçável
275360;Saída de leito carroçável
275361;Saída de leito carroçável
275362;Colisão frontal
275363;Colisão transversal
275364;Colisão traseira
275365;Queda de ocupante de veículo
275366;Colisão transversal
275367;Colisão traseira
275368;Tombamento
275369;Tombamento
275370;Capotamento
275373;Colisão com objeto estático
275374;Incêndio
275375;Tombamento
275376;Queda de ocupante de veículo
275378;Colisão traseira
275379;Capotamento
275380;Colisão com objeto estático
275381;Tombamento
275382;Capotamento
275383;Saída de leito carroçável
275384;Colisão frontal
275385;Colisão lateral
275386;Tombamento
275387;Atropelamento de Pedestre
275388;Atropelamento de Animal
275390;Tombamento
275391;Tombamento
275393;Colisão transversal
275395;Incêndio
275396;Colisão traseira
275397;Colisão traseira
275398;Saída de leito carroçável
275399;Colisão com objeto estático
275400;Tombamento
275401;Colisão traseira
275402;Atropelamento de Pedestre
275403;Derramamento de carga
275404;Tombamento
275405;Colisão lateral
275406;Tombamento
275408;Colisão traseira
275409;Colisão frontal
275410;Saída de leito carroçável
275411;Colisão traseira
275412;Colisão lateral
275413;Colisão traseira
275414;Tombamento
275415;Atropelamento de Animal
275416;Tombamento
275417;Colisão lateral
275418;Saída de leito carroçável
275419;Colisão transversal
275420;Colisão lateral
275421;Colisão transversal
275422;Atropelamento de Pedestre
275423;Colisão transversal
275424;Atropelamento de Pedestre
275425;Colisão frontal
275427;Atropelamento de Pedestre
275428;Colisão frontal
275429;Capotamento
275431;Colisão lateral
275432;Saída de leito carroçável
275433;Saída de leito carroçável
275434;Saída de leito carroçável
275435;Colisão lateral
275436;Queda de ocupante de veículo
275437;Colisão transversal
275439;Tombamento
275440;Saída de leito carroçável
275441;Colisão transversal
275442;Colisão transversal
275443;Colisão com objeto estático
275444;Atropelamento de Pedestre
275445;Atropelamento de Pedestre
275446;Colisão lateral
275447;Colisão traseira
275448;Colisão traseira
275449;Atropelamento de Pedestre
275451;Colisão lateral
275452;Colisão com objeto em movimento
275453;Queda de ocupante de veículo
275454;Colisão transversal
275455;Colisão lateral
275457;Colisão traseira
275458;Saída de leito carroçável
275460;Tombamento
275461;Colisão transversal
275462;Colisão lateral
275463;Colisão traseira
275464;Colisão com objeto estático
275465;Colisão traseira
275467;Colisão lateral
275468;Saída de leito carroçável
275469;Capotamento
275470;Colisão frontal
275471;Tombamento
275472;Colisão com objeto estático
275473;Colisão frontal
275474;Colisão com objeto estático
275475;Colisão traseira
275477;Atropelamento de Animal
275478;Queda de ocupante de veículo
275479;Tombamento
275480;Saída de leito carroçável
275481;Colisão com objeto estático
275482;Colisão com objeto estático
275483;Colisão com objeto estático
275484;Colisão traseira
275485;Colisão com objeto estático
275486;Colisão transversal
275487;Saída de leito carroçável
275489;Saída de leito carroçável
275491;Colisão com objeto estático
275493;Colisão lateral
275494;Colisão traseira
275495;Tombamento
275496;Saída de leito carroçável
275497;Colisão traseira
275498;Colisão lateral
275499;Saída de leito carroçável
275500;Capotamento
275501;Colisão transversal
275502;Colisão lateral
275503;Colisão frontal
275504;Colisão transversal
275505;Tombamento
275506;Tombamento
275507;Capotamento
275508;Colisão transversal
275509;Colisão com objeto estático
275510;Colisão transversal
275511;Colisão lateral
275512;Tombamento
275513;Colisão frontal
275514;Colisão com objeto estático
275515;Saída de leito carroçável
275516;Atropelamento de Pedestre
275517;Queda de ocupante de veículo
275518;Colisão lateral
275519;Saída de leito carroçável
275520;Incêndio
275521;Colisão traseira
275522;Tombamento
275523;Saída de leito carroçável
275524;Tombamento
275525;Colisão traseira
275526;Saída de leito carroçável
275527;Colisão com objeto estático
275528;Colisão traseira
275529;Saída de leito carroçável
275531;Queda de ocupante de veículo
275533;Colisão com objeto estático
275534;Colisão transversal
275535;Colisão traseira
275536;Colisão frontal
275537;Colisão lateral
275538;Colisão com objeto estático
275539;Colisão transversal
275540;Colisão com objeto estático
275541;Colisão lateral
275542;Saída de leito carroçável
275543;Colisão transversal
275544;Colisão traseira
275546;Colisão transversal
275548;Colisão traseira
275549;Saída de leito carroçável
275551;Colisão lateral
275552;Saída de leito carroçável
275553;Saída de leito carroçável
275554;Colisão traseira
275555;Colisão transversal
275556;Queda de ocupante de veículo
275558;Saída de leito carroçável
275559;Tombamento
275561;Saída de leito carroçável
275562;Engavetamento
275563;Colisão traseira
275564;Colisão traseira
275565;Saída de leito carroçável
275566;Colisão traseira
275567;Atropelamento de Pedestre
275568;Colisão frontal
275570;Colisão frontal
275572;Colisão lateral
275573;Colisão transversal
275574;Saída de leito carroçável
275576;Colisão com objeto estático
275577;Colisão transversal
275578;Colisão com objeto estático
275579;Tombamento
275580;Colisão lateral
275581;Atropelamento de Pedestre
275582;Colisão frontal
275583;Tombamento
275584;Saída de leito carroçável
275585;Saída de leito carroçável
275586;Atropelamento de Pedestre
275587;Queda de ocupante de veículo
275589;Queda de ocupante de veículo
275590;Capotamento
275591;Atropelamento de Pedestre
275592;Saída de leito carroçável
275593;Colisão lateral
275594;Colisão frontal
275595;Colisão traseira
275596;Colisão traseira
275597;Colisão transversal
275598;Colisão transversal
275599;Colisão frontal
275600;Colisão traseira
275601;Saída de leito carroçável
275602;Colisão traseira
275603;Capotamento
275604;Colisão transversal
275605;Colisão transversal
275606;Saída de leito carroçável
275607;Tombamento
275608;Saída de leito carroçável
275609;Saída de leito carroçável
275610;Atropelamento de Pedestre
275611;Colisão traseira
275612;Colisão lateral
275613;Colisão traseira
275614;Colisão lateral
275615;Saída de leito carroçável
275616;Colisão traseira
275617;Tombamento
275618;Colisão transversal
275619;Atropelamento de Pedestre
275621;Engavetamento
275622;Engavetamento
275623;Colisão transversal
275624;Colisão com objeto estático
275625;Atropelamento de Pedestre
275626;Colisão com objeto estático
275628;Tombamento
275629;Colisão lateral
275630;Colisão traseira
275631;Saída de leito carroçável
275632;Colisão traseira
275633;Colisão lateral
275634;Colisão transversal
275635;Saída de leito carroçável
275636;Queda de ocupante de veículo
275637;Colisão transversal
275638;Queda de ocupante de veículo
275639;Colisão com objeto estático
275641;Engavetamento
275643;Queda de ocupante de veículo
275644;Tombamento
275645;Colisão traseira
275646;Colisão transversal
275648;Colisão com objeto estático
275649;Colisão com objeto estático
275650;Atropelamento de Pedestre
275651;Saída de leito carroçável
275652;Saída de leito carroçável
275653;Tombamento
275654;Colisão lateral
275655;Saída de leito carroçável
275656;Saída de leito carroçável
275657;Colisão frontal
275658;Colisão com objeto estático
275659;Colisão lateral
275660;Capotamento
275661;Colisão traseira
275662;Colisão com objeto estático
275663;Saída de leito carroçável
275664;Atropelamento de Animal
275665;Incêndio
275666;Atropelamento de Pedestre
275667;Atropelamento de Pedestre
275668;Colisão transversal
275669;Colisão transversal
275670;Queda de ocupante de veículo
275671;Saída de leito carroçável
275673;Saída de leito carroçável
275674;Saída de leito carroçável
275676;Colisão lateral
275677;Colisão traseira
275678;Engavetamento
275679;Saída de leito carroçável
275680;Colisão lateral
275681;Colisão traseira
275682;Colisão traseira
275683;Colisão traseira
275684;Incêndio
275685;Colisão transversal
275686;Colisão transversal
275687;Colisão transversal
275688;Colisão traseira
275689;Engavetamento
275690;Tombamento
275692;Colisão traseira
275693;Colisão traseira
275695;Tombamento
275696;Atropelamento de Pedestre
275697;Colisão traseira
275698;Saída de leito carroçável
275699;Engavetamento
275701;Tombamento
275702;Colisão traseira
275703;Saída de leito carroçável
275704;Saída de leito carroçável
275706;Saída de leito carroçável
275707;Colisão traseira
275709;Colisão traseira
275712;Colisão lateral
275714;Engavetamento
275715;Queda de ocupante de veículo
275717;Colisão transversal
275718;Colisão traseira
275719;Capotamento
275720;Saída de leito carroçável
275721;Colisão com objeto estático
275722;Colisão transversal
275723;Colisão lateral
275724;Atropelamento de Pedestre
275725;Colisão traseira
275726;Atropelamento de Pedestre
275727;Colisão frontal
275728;Saída de leito carroçável
275729;Incêndio
275730;Engavetamento
275731;Colisão traseira
275732;Saída de leito carroçável
275734;Colisão frontal
275735;Colisão traseira
275736;Colisão transversal
275737;Colisão traseira
275738;Colisão com objeto estático
275741;Saída de leito carroçável
275743;Colisão transversal
275744;Colisão lateral
275745;Saída de leito carroçável
275746;Colisão traseira
275747;Colisão lateral
275748;Colisão frontal
275749;Atropelamento de Pedestre
275750;Colisão lateral
275751;Colisão transversal
275752;Colisão com objeto estático
275753;Saída de leito carroçável
275754;Incêndio
275755;Colisão frontal
275756;Incêndio
275758;Incêndio
275759;Colisão transversal
275760;Tombamento
275761;Saída de leito carroçável
275762;Saída de leito carroçável
275763;Saída de leito carroçável
275764;Tombamento
275765;Colisão transversal
275766;Colisão transversal
275770;Saída de leito carroçável
275771;Colisão traseira
275772;Colisão transversal
275776;Saída de leito carroçável
275777;Colisão transversal
275778;Colisão com objeto estático
275779;Colisão traseira
275780;Colisão traseira
275782;Atropelamento de Animal
275783;Tombamento
275785;Colisão lateral
275786;Saída de leito carroçável
275787;Colisão frontal
275788;Engavetamento
275789;Colisão traseira
275791;Colisão frontal
275792;Colisão lateral
275793;Saída de leito carroçável
275794;Tombamento
275795;Colisão com objeto estático
275796;Saída de leito carroçável
275797;Colisão traseira
275799;Colisão frontal
275800;Colisão frontal
275801;Colisão traseira
275802;Tombamento
275803;Colisão frontal
275804;Colisão traseira
275806;Colisão transversal
275809;Colisão transversal
275810;Queda de ocupante de veículo
275811;Colisão traseira
275812;Saída de leito carroçável
275813;Saída de leito carroçável
275814;Colisão traseira
275815;Saída de leito carroçável
275816;Colisão transversal
275817;Colisão transversal
275818;Colisão traseira
275819;Colisão lateral
275820;Colisão com objeto estático
275821;Saída de leito carroçável
275822;Colisão traseira
275823;Colisão traseira
275825;Colisão traseira
275826;Engavetamento
275827;Colisão traseira
275828;Colisão frontal
275829;Colisão frontal
275830;Colisão traseira
275831;Colisão transversal
275832;Atropelamento de Animal
275833;Colisão traseira
275836;Colisão com objeto estático
275837;Colisão lateral
275838;Saída de leito carroçável
275840;Colisão transversal
275841;Saída de leito carroçável
275842;Tombamento
275843;Colisão transversal
275844;Colisão traseira
275845;Colisão frontal
275846;Saída de leito carroçável
275847;Colisão traseira
275849;Atropelamento de Pedestre
275850;Queda de ocupante de veículo
275852;Saída de leito carroçável
275853;Colisão traseira
275854;Atropelamento de Pedestre
275855;Colisão com objeto estático
275856;Tombamento
275857;Colisão transversal
275858;Queda de ocupante de veículo
275859;Capotamento
275860;Colisão traseira
275861;Atropelamento de Animal
275862;Atropelamento de Pedestre
275863;Saída de leito carroçável
275864;Colisão traseira
275865;Saída de leito carroçável
275866;Queda de ocupante de veículo
275867;Colisão traseira
275868;Colisão frontal
275869;Colisão com objeto estático
275870;Colisão lateral
275871;Tombamento
275873;Colisão com objeto estático
275875;Colisão traseira
275876;Atropelamento de Pedestre
275877;Colisão frontal
275878;Colisão traseira
275879;Colisão com objeto estático
275880;Saída de leito carroçável
275881;Colisão com objeto estático
275882;Atropelamento de Animal
275883;Colisão lateral
275884;Atropelamento de Animal
275885;Atropelamento de Animal
275886;Saída de leito carroçável
275888;Colisão com objeto estático
275889;Colisão com objeto estático
275890;Atropelamento de Animal
275891;Tombamento
275892;Saída de leito carroçável
275893;Atropelamento de Pedestre
275894;Atropelamento de Pedestre
275895;Colisão com objeto estático
275896;Colisão lateral
275897;Colisão traseira
275898;Tombamento
275899;Colisão traseira
275900;Colisão traseira
275901;Colisão transversal
275902;Tombamento
275903;Colisão traseira
275904;Colisão com objeto estático
275905;Colisão com objeto estático
275907;Colisão traseira
275909;Engavetamento
275910;Colisão com objeto estático
275911;Queda de ocupante de veículo
275912;Colisão lateral
275913;Colisão traseira
275914;Colisão transversal
275916;Colisão traseira
275917;Saída de leito carroçável
275918;Colisão frontal
275919;Colisão frontal
275920;Colisão transversal
275921;Colisão traseira
275922;Colisão traseira
275923;Colisão transversal
275924;Colisão transversal
275925;Colisão frontal
275926;Colisão transversal
275927;Capotamento
275928;Colisão frontal
275929;Queda de ocupante de veículo
275930;Colisão com objeto estático
275931;Colisão frontal
275932;Colisão traseira
275933;Tombamento
275934;Colisão transversal
275935;Tombamento
275936;Colisão lateral
275939;Colisão lateral
275940;Colisão com objeto estático
275941;Colisão traseira
275943;Colisão traseira
275945;Colisão transversal
275946;Capotamento
275947;Colisão traseira
275948;Tombamento
275949;Tombamento
275950;Colisão transversal
275952;Colisão transversal
275953;Colisão traseira
275955;Colisão traseira
275956;Colisão com objeto estático
275957;Saída de leito carroçável
275958;Saída de leito carroçável
275959;Queda de ocupante de veículo
275960;Colisão lateral
275961;Tombamento
275962;Saída de leito carroçável
275963;Colisão traseira
275964;Colisão transversal
275967;Saída de leito carroçável
275968;Colisão lateral
275969;Tombamento
275970;Colisão lateral
275971;Colisão lateral
275972;Colisão traseira
275973;Colisão lateral
275974;Saída de leito carroçável
275975;Colisão transversal
275976;Tombamento
275977;Colisão transversal
275978;Colisão traseira
275979;Colisão traseira
275981;Colisão transversal
275983;Tombamento
275984;Colisão lateral
275985;Incêndio
275986;Derramamento de carga
275987;Atropelamento de Pedestre
275989;Colisão com objeto estático
275990;Danos eventuais
275991;Colisão lateral
275992;Colisão transversal
275993;Incêndio
275994;Colisão transversal
275995;Saída de leito carroçável
275996;Colisão lateral
275997;Colisão transversal
275998;Colisão traseira
275999;Colisão transversal
276000;Colisão com objeto estático
276001;Colisão lateral
276002;Saída de leito carroçável
276003;Colisão traseira
276005;Colisão transversal
276006;Saída de leito carroçável
276007;Colisão com objeto estático
276008;Saída de leito carroçável
276009;Saída de leito carroçável
276010;Tombamento
276011;Colisão traseira
276012;Queda de ocupante de veículo
276013;Colisão transversal
276014;Colisão traseira
276015;Tombamento
276016;Saída de leito carroçável
276017;Colisão lateral
276019;Capotamento
276020;Colisão lateral
276021;Colisão lateral
276022;Atropelamento de Animal
276023;Colisão transversal
276024;Colisão traseira
276025;Colisão traseira
276026;Tombamento
276028;Colisão traseira
276029;Tombamento
276031;Atropelamento de Pedestre
276032;Colisão frontal
276033;Colisão com objeto estático
276034;Colisão traseira
276035;Queda de ocupante de veículo
276036;Colisão lateral
276037;Colisão traseira
276038;Saída de leito carroçável
276039;Tombamento
276040;Atropelamento de Animal
276041;Colisão traseira
276042;Colisão transversal
276043;Colisão traseira
276045;Saída de leito carroçável
276046;Saída de leito carroçável
276047;Atropelamento de Pedestre
276048;Colisão transversal
276049;Capotamento
276051;Colisão frontal
276052;Colisão frontal
276054;Incêndio
276055;Colisão traseira
276056;Incêndio
276057;Colisão lateral
276058;Saída de leito carroçável
276059;Colisão lateral
276060;Saída de leito carroçável
276061;Colisão frontal
276062;Atropelamento de Pedestre
276064;Colisão lateral
276065;Tombamento
276066;Colisão com objeto estático
276067;Colisão traseira
276068;Colisão frontal
276069;Atropelamento de Pedestre
276070;Saída de leito carroçável
276071;Colisão transversal
276072;Tombamento
276073;Colisão lateral
276074;Colisão com objeto estático
276076;Capotamento
276078;Colisão lateral
276080;Tombamento
276081;Saída de leito carroçável
276082;Saída de leito carroçável
276083;Engavetamento
276084;Tombamento
276085;Tombamento
276086;Tombamento
276087;Tombamento
276088;Colisão traseira
276089;Queda de ocupante de veículo
276090;Saída de leito carroçável
276091;Tombamento
276094;Colisão transversal
276095;Colisão com objeto estático
276096;Colisão traseira
276097;Saída de leito carroçável
276098;Saída de leito carroçável
276099;Colisão transversal
276100;Colisão transversal
276101;Saída de leito carroçável
276102;Saída de leito carroçável
276103;Tombamento
276104;Incêndio
276106;Saída de leito carroçável
276107;Derramamento de carga
276108;Atropelamento de Animal
276109;Colisão com objeto estático
276110;Colisão transversal
276112;Colisão lateral
276113;Tombamento
276115;Queda de ocupante de veículo
276116;Colisão lateral
276117;Tombamento
276118;Colisão lateral
276119;Tombamento
276120;Tombamento
276121;Colisão frontal
276122;Saída de leito carroçável
276123;Colisão frontal
276124;Colisão lateral
276125;Atropelamento de Pedestre
276126;Queda de ocupante de veículo
276127;Colisão lateral
276128;Colisão traseira
276129;Colisão frontal
276130;Colisão traseira
276132;Colisão transversal
276133;Engavetamento
276134;Tombamento
276135;Colisão transversal
276136;Colisão traseira
276137;Colisão com objeto estático
276138;Colisão transversal
276139;Queda de ocupante de veículo
276140;Colisão traseira
276141;Colisão frontal
276142;Colisão frontal
276143;Saída de leito carroçável
276144;Colisão lateral
276145;Saída de leito carroçável
276146;Saída de leito carroçável
276147;Colisão lateral
276151;Colisão frontal
276152;Saída de leito carroçável
276153;Colisão traseira
276154;Colisão transversal
276155;Saída de leito carroçável
276156;Danos eventuais
276158;Colisão traseira
276159;Colisão lateral
276160;Colisão transversal
276161;Saída de leito carroçável
276162;Colisão traseira
276163;Colisão traseira
276164;Colisão transversal
276165;Colisão traseira
276166;Danos eventuais
276167;Colisão transversal
276168;Saída de leito carroçável
276169;Queda de ocupante de veículo
276170;Atropelamento de Animal
276172;Tombamento
276174;Capotamento
276175;Engavetamento
276176;Engavetamento
276178;Saída de leito carroçável
276180;Colisão lateral
276181;Colisão com objeto estático
276182;Tombamento
276183;Tombamento
276184;Colisão traseira
276185;Saída de leito carroçável
276187;Colisão transversal
276188;Colisão com objeto estático
276189;Saída de leito carroçável
276190;Colisão com objeto estático
276191;Colisão transversal
276192;Colisão lateral
276193;Danos eventuais
276194;Colisão transversal
276195;Colisão traseira
276196;Colisão frontal
276197;Saída de leito carroçável
276198;Colisão lateral
276199;Atropelamento de Pedestre
276200;Colisão com objeto estático
276201;Colisão transversal
276202;Capotamento
276203;Colisão traseira
276204;Colisão traseira
276205;Colisão lateral
276206;Colisão lateral
276207;Atropelamento de Pedestre
276208;Atropelamento de Pedestre
276209;Colisão traseira
276210;Saída de leito carroçável
276211;Colisão lateral
276212;Colisão transversal
276213;Atropelamento de Pedestre
276214;Tombamento
276215;Colisão traseira
276216;Tombamento
276217;Colisão traseira
276218;Colisão traseira
276219;Colisão frontal
276220;Colisão traseira
276221;Colisão com objeto estático
276222;Colisão lateral
276223;Saída de leito carroçável
276224;Colisão com objeto estático
276225;Atropelamento de Animal
276226;Colisão frontal
276227;Atropelamento de Pedestre
276228;Incêndio
276229;Atropelamento de Pedestre
276230;Tombamento
276231;Saída de leito carroçável
276232;Colisão traseira
276233;Colisão transversal
276234;Colisão traseira
276235;Colisão transversal
276236;Saída de leito carroçável
276237;Engavetamento
276238;Tombamento
276239;Queda de ocupante de veículo
276240;Colisão traseira
276241;Colisão traseira
276242;Atropelamento de Animal
276243;Colisão com objeto estático
276244;Queda de ocupante de veículo
276245;Colisão transversal
276247;Tombamento
276248;Colisão transversal
276250;Incêndio
276251;Colisão com objeto estático
276252;Danos eventuais
276253;Colisão frontal
276254;Atropelamento de Animal
276255;Atropelamento de Pedestre
276257;Saída de leito carroçável
276258;Colisão lateral
276259;Atropelamento de Animal
276260;Colisão lateral
276261;Saída de leito carroçável
276262;Colisão transversal
276263;Atropelamento de Pedestre
276264;Saída de leito carroçável
276265;Tombamento
276294;Colisão com objeto estático
276295;Atropelamento de Animal
276297;Colisão frontal
276298;Saída de leito carroçável
276299;Colisão com objeto estático
276300;Saída de leito carroçável
276301;Saída de leito carroçável
276303;Saída de leito carroçável
276304;Saída de leito carroçável
276305;Tombamento
276306;Tombamento
276307;Colisão transversal
276308;Colisão transversal
276309;Tombamento
276310;Colisão traseira
276312;Colisão lateral
276313;Saída de leito carroçável
276315;Colisão transversal
276316;Colisão lateral
276317;Tombamento
276318;Colisão lateral
276319;Atropelamento de Pedestre
276320;Saída de leito carroçável
276321;Engavetamento
276322;Colisão transversal
276323;Colisão traseira
276324;Colisão transversal
276325;Colisão com objeto estático
276326;Colisão transversal
276327;Atropelamento de Pedestre
276328;Queda de ocupante de veículo
276329;Tombamento
276330;Colisão transversal
276331;Tombamento
276332;Tombamento
276333;Saída de leito carroçável
276334;Colisão com objeto estático
276336;Atropelamento de Pedestre
276337;Tombamento
276338;Saída de leito carroçável
276339;Colisão traseira
276340;Saída de leito carroçável
276341;Colisão transversal
276345;Colisão frontal
276347;Colisão traseira
276349;Colisão transversal
276350;Colisão traseira
276351;Atropelamento de Pedestre
276352;Colisão frontal
276353;Tombamento
276356;Tombamento
276357;Tombamento
276358;Colisão lateral
276360;Colisão frontal
276361;Queda de ocupante de veículo
276362;Capotamento
276363;Colisão frontal
276365;Colisão com objeto estático
276367;Colisão lateral
276368;Colisão com objeto em movimento
276369;Colisão traseira
276370;Saída de leito carroçável
276371;Atropelamento de Pedestre
276372;Atropelamento de Pedestre
276373;Tombamento
276374;Tombamento
276375;Capotamento
276376;Saída de leito carroçável
276377;Atropelamento de Pedestre
276378;Saída de leito carroçável
276379;Tombamento
276380;Tombamento
276381;Colisão lateral
276382;Colisão lateral
276383;Saída de leito carroçável
276384;Atropelamento de Pedestre
276385;Saída de leito carroçável
276386;Colisão com objeto estático
276387;Saída de leito carroçável
276388;Colisão frontal
276389;Colisão lateral
276390;Colisão lateral
276392;Saída de leito carroçável
276393;Colisão transversal
276394;Colisão lateral
276395;Colisão traseira
276396;Colisão lateral
276398;Colisão com objeto estático
276399;Tombamento
276400;Colisão traseira
276401;Tombamento
276402;Colisão lateral
276403;Colisão transversal
276404;Tombamento
276405;Colisão transversal
276406;Colisão transversal
276407;Tombamento
276408;Saída de leito carroçável
276409;Saída de leito carroçável
276410;Colisão traseira
276411;Colisão frontal
276412;Danos eventuais
276413;Tombamento
276414;Atropelamento de Pedestre
276415;Saída de leito carroçável
276416;Incêndio
276417;Colisão lateral
276418;Colisão com objeto estático
276420;Atropelamento de Pedestre
276421;Colisão traseira
276422;Colisão transversal
276423;Saída de leito carroçável
276424;Colisão transversal
276425;Atropelamento de Animal
276426;Engavetamento
276427;Atropelamento de Animal
276428;Colisão lateral
276429;Saída de leito carroçável
276430;Colisão com objeto estático
276431;Colisão traseira
